date,areaName,newCasesByPublishDate,cumCasesByPublishDate,newAdmissions,cumAdmissions,hospitalCases,covidOccupiedMVBeds,newTestsByPublishDate,cumTestsByPublishDate,newDeaths28DaysByPublishDate,cumDeaths28DaysByPublishDate,cumDeaths28DaysByPublishDateRate,newDeaths28DaysByDeathDate,cumDeaths28DaysByDeathDate,cumDeaths28DaysByDeathDateRate,cumPeopleVaccinatedFirstDoseByPublishDate,cumPeopleVaccinatedSecondDoseByPublishDate
2020-08-01,United Kingdom,761,303942.0,128.0,132377.0,1287.0,92.0,162088.0,12075267.0,13,41202.0,61.7,11.0,41305.0,61.8,,
2020-08-02,United Kingdom,744,304685.0,93.0,132470.0,1251.0,85.0,163786.0,12250937.0,5,41207.0,61.7,10.0,41315.0,61.9,,
2020-08-03,United Kingdom,898,305623.0,110.0,132580.0,1248.0,77.0,158666.0,12407146.0,1,41208.0,61.7,15.0,41330.0,61.9,,
2020-08-04,United Kingdom,670,306293.0,126.0,132706.0,1213.0,76.0,163422.0,12571991.0,18,41226.0,61.7,14.0,41344.0,61.9,,
2020-08-05,United Kingdom,892,307184.0,138.0,132844.0,1197.0,73.0,174519.0,12748043.0,14,41240.0,61.7,6.0,41350.0,61.9,,
2020-08-06,United Kingdom,950,308134.0,100.0,132944.0,1152.0,69.0,185980.0,12938980.0,18,41258.0,61.8,9.0,41359.0,61.9,,
2020-08-07,United Kingdom,871,309005.0,117.0,133061.0,1092.0,67.0,181864.0,13121091.0,12,41270.0,61.8,12.0,41371.0,61.9,,
2020-08-08,United Kingdom,758,309763.0,141.0,133202.0,1025.0,62.0,165176.0,13286362.0,3,41273.0,61.8,14.0,41385.0,62.0,,
2020-08-09,United Kingdom,1062,310825.0,106.0,133308.0,981.0,65.0,166207.0,13453361.0,5,41278.0,61.8,8.0,41393.0,62.0,,
2020-08-10,United Kingdom,740,311641.0,84.0,133392.0,1085.0,70.0,164061.0,13618470.0,18,41296.0,61.8,13.0,41406.0,62.0,,
2020-08-11,United Kingdom,1148,312789.0,114.0,133506.0,1037.0,73.0,166311.0,13785297.0,13,41309.0,61.8,10.0,41416.0,62.0,,
2020-08-12,United Kingdom,1009,313798.0,101.0,133607.0,1002.0,80.0,184444.0,13971512.0,20,41329.0,61.9,7.0,41423.0,62.0,,
2020-08-13,United Kingdom,1129,314927.0,129.0,133736.0,1006.0,75.0,169857.0,14142736.0,18,41347.0,61.9,9.0,41432.0,62.0,,
2020-08-14,United Kingdom,1441,316367.0,101.0,133837.0,993.0,73.0,177957.0,14320621.0,11,41358.0,61.9,7.0,41439.0,62.0,,
2020-08-15,United Kingdom,1077,317444.0,99.0,133936.0,972.0,76.0,182987.0,14503645.0,3,41361.0,61.9,12.0,41451.0,62.1,,
2020-08-16,United Kingdom,1040,318484.0,80.0,134016.0,977.0,78.0,169276.0,14674841.0,5,41366.0,61.9,4.0,41455.0,62.1,,
2020-08-17,United Kingdom,713,319197.0,96.0,134112.0,980.0,73.0,150174.0,14825051.0,3,41369.0,61.9,12.0,41467.0,62.1,,
2020-08-18,United Kingdom,1089,320286.0,130.0,134242.0,951.0,73.0,163010.0,14988134.0,12,41381.0,62.0,9.0,41476.0,62.1,,
2020-08-19,United Kingdom,812,321098.0,114.0,134356.0,923.0,70.0,190434.0,15177265.0,16,41397.0,62.0,3.0,41479.0,62.1,,
2020-08-20,United Kingdom,1182,322280.0,97.0,134453.0,908.0,76.0,183933.0,15363416.0,6,41403.0,62.0,8.0,41487.0,62.1,,
2020-08-21,United Kingdom,1033,323313.0,108.0,134561.0,887.0,72.0,191360.0,15554879.0,2,41405.0,62.0,7.0,41494.0,62.1,,
2020-08-22,United Kingdom,1288,324601.0,72.0,134633.0,941.0,71.0,181455.0,15736334.0,18,41423.0,62.0,8.0,41502.0,62.1,,
2020-08-23,United Kingdom,1160,325761.0,74.0,134707.0,868.0,72.0,175209.0,15912155.0,6,41429.0,62.0,14.0,41516.0,62.2,,
2020-08-24,United Kingdom,853,326614.0,90.0,134797.0,874.0,68.0,153393.0,16065561.0,4,41433.0,62.0,6.0,41522.0,62.2,,
2020-08-25,United Kingdom,1184,327798.0,122.0,134919.0,842.0,68.0,186500.0,16273209.0,16,41449.0,62.1,12.0,41534.0,62.2,,
2020-08-26,United Kingdom,1048,328846.0,132.0,135051.0,827.0,64.0,208835.0,16483449.0,16,41465.0,62.1,11.0,41545.0,62.2,,
2020-08-27,United Kingdom,1522,330368.0,151.0,135202.0,838.0,71.0,203416.0,16698964.0,12,41477.0,62.1,8.0,41553.0,62.2,,
2020-08-28,United Kingdom,1276,331644.0,137.0,135339.0,816.0,60.0,197211.0,16896834.0,9,41486.0,62.1,10.0,41563.0,62.2,,
2020-08-29,United Kingdom,1108,332752.0,110.0,135449.0,831.0,66.0,183510.0,17080344.0,12,41498.0,62.1,5.0,41568.0,62.2,,
2020-08-30,United Kingdom,1715,334467.0,77.0,135526.0,829.0,68.0,182065.0,17262409.0,1,41499.0,62.1,6.0,41574.0,62.2,,
2020-08-31,United Kingdom,1406,335873.0,91.0,135617.0,852.0,71.0,181934.0,17444343.0,2,41501.0,62.1,9.0,41583.0,62.3,,
2020-09-01,United Kingdom,1295,337168.0,134.0,135751.0,860.0,82.0,175687.0,17619897.0,3,41504.0,62.1,3.0,41586.0,62.3,,
2020-09-02,United Kingdom,1508,338676.0,143.0,135894.0,802.0,81.0,203221.0,17823349.0,10,41514.0,62.1,9.0,41595.0,62.3,,
2020-09-03,United Kingdom,1735,340411.0,145.0,136039.0,816.0,76.0,206883.0,18031292.0,13,41527.0,62.2,10.0,41605.0,62.3,,
2020-09-04,United Kingdom,1940,342351.0,153.0,136192.0,817.0,69.0,210463.0,18240704.0,10,41537.0,62.2,7.0,41612.0,62.3,,
2020-09-05,United Kingdom,1813,344164.0,130.0,136322.0,811.0,65.0,191588.0,18432292.0,12,41549.0,62.2,13.0,41625.0,62.3,,
2020-09-06,United Kingdom,2988,347152.0,138.0,136460.0,817.0,69.0,189974.0,18625666.0,2,41551.0,62.2,8.0,41633.0,62.3,,
2020-09-07,United Kingdom,2948,350100.0,142.0,136602.0,901.0,77.0,195692.0,18823212.0,3,41554.0,62.2,15.0,41648.0,62.4,,
2020-09-08,United Kingdom,2460,352560.0,182.0,136784.0,893.0,80.0,209609.0,19060505.0,32,41586.0,62.3,9.0,41657.0,62.4,,
2020-09-09,United Kingdom,2659,355219.0,201.0,136985.0,922.0,80.0,227465.0,19293329.0,8,41594.0,62.3,9.0,41666.0,62.4,,
2020-09-10,United Kingdom,2919,358138.0,217.0,137202.0,942.0,78.0,240312.0,19542389.0,14,41608.0,62.3,13.0,41679.0,62.4,,
2020-09-11,United Kingdom,3539,361677.0,230.0,137432.0,768.0,143.0,250839.0,19832981.0,6,41614.0,62.3,13.0,41692.0,62.4,,
2020-09-12,United Kingdom,3497,365174.0,216.0,137648.0,810.0,86.0,231969.0,20064950.0,9,41623.0,62.3,18.0,41710.0,62.4,,
2020-09-13,United Kingdom,3330,368504.0,225.0,137873.0,840.0,92.0,227075.0,20292025.0,5,41628.0,62.3,16.0,41726.0,62.5,,
2020-09-14,United Kingdom,2621,371125.0,255.0,138128.0,979.0,105.0,221192.0,20521243.0,9,41637.0,62.3,21.0,41747.0,62.5,,
2020-09-15,United Kingdom,3105,374228.0,270.0,138398.0,1064.0,115.0,288822.0,20811196.0,27,41664.0,62.4,18.0,41765.0,62.5,,
2020-09-16,United Kingdom,3991,378219.0,285.0,138683.0,1104.0,124.0,285296.0,21099610.0,20,41684.0,62.4,26.0,41791.0,62.6,,
2020-09-17,United Kingdom,3395,381614.0,262.0,138945.0,1160.0,127.0,267294.0,21368297.0,21,41705.0,62.4,27.0,41818.0,62.6,,
2020-09-18,United Kingdom,4322,385936.0,262.0,139207.0,1218.0,138.0,289911.0,21659184.0,27,41732.0,62.5,23.0,41841.0,62.6,,
2020-09-19,United Kingdom,4422,390358.0,260.0,139467.0,1297.0,144.0,265697.0,21924881.0,27,41759.0,62.5,20.0,41861.0,62.7,,
2020-09-20,United Kingdom,3899,394257.0,289.0,139756.0,1395.0,165.0,247099.0,22171979.0,18,41777.0,62.5,31.0,41892.0,62.7,,
2020-09-21,United Kingdom,4368,398625.0,368.0,140124.0,1555.0,181.0,218059.0,22390038.0,11,41788.0,62.6,27.0,41919.0,62.8,,
2020-09-22,United Kingdom,4926,403551.0,350.0,140474.0,1634.0,211.0,246359.0,22616796.0,37,41825.0,62.6,39.0,41958.0,62.8,,
2020-09-23,United Kingdom,6178,409729.0,420.0,140894.0,1728.0,228.0,269428.0,22901019.0,37,41862.0,62.7,56.0,42014.0,62.9,,
2020-09-24,United Kingdom,6634,416363.0,421.0,141315.0,1844.0,243.0,274768.0,23188836.0,40,41902.0,62.7,35.0,42049.0,63.0,,
2020-09-25,United Kingdom,6874,423236.0,384.0,141699.0,2018.0,262.0,298718.0,23488976.0,35,41937.0,62.8,32.0,42081.0,63.0,,
2020-09-26,United Kingdom,6042,429277.0,351.0,142050.0,2031.0,261.0,260297.0,23749273.0,34,41971.0,62.8,39.0,42120.0,63.1,,
2020-09-27,United Kingdom,5693,434969.0,340.0,142390.0,2186.0,276.0,267438.0,24016711.0,17,41988.0,62.9,47.0,42167.0,63.1,,
2020-09-28,United Kingdom,4044,439013.0,444.0,142834.0,2397.0,297.0,231923.0,24249112.0,13,42001.0,62.9,54.0,42221.0,63.2,,
2020-09-29,United Kingdom,7143,446156.0,440.0,143274.0,2418.0,314.0,237300.0,24507007.0,71,42072.0,63.0,48.0,42269.0,63.3,,
2020-09-30,United Kingdom,7108,453264.0,451.0,143725.0,2528.0,333.0,261798.0,24771732.0,71,42143.0,63.1,57.0,42326.0,63.4,,
2020-10-01,United Kingdom,6914,460178.0,522.0,144247.0,2587.0,341.0,271552.0,25048460.0,59,42202.0,63.2,66.0,42392.0,63.5,,
2020-10-02,United Kingdom,6968,467146.0,527.0,144774.0,2717.0,369.0,276740.0,25325482.0,66,42268.0,63.3,68.0,42460.0,63.6,,
2020-10-03,United Kingdom,12872,480017.0,532.0,145306.0,2863.0,369.0,288746.0,25614228.0,49,42317.0,63.4,66.0,42526.0,63.7,,
2020-10-04,United Kingdom,22961,502978.0,628.0,145934.0,3052.0,369.0,251623.0,25865851.0,33,42350.0,63.4,60.0,42586.0,63.8,,
2020-10-05,United Kingdom,12594,515571.0,624.0,146558.0,3365.0,393.0,276603.0,26147138.0,19,42369.0,63.4,70.0,42656.0,63.9,,
2020-10-06,United Kingdom,14542,530113.0,722.0,147280.0,3637.0,410.0,265809.0,26417989.0,76,42445.0,63.5,69.0,42725.0,64.0,,
2020-10-07,United Kingdom,14162,544275.0,683.0,147963.0,3888.0,442.0,259544.0,26679020.0,70,42515.0,63.6,102.0,42827.0,64.1,,
2020-10-08,United Kingdom,17540,561815.0,710.0,148673.0,4079.0,436.0,290104.0,26987470.0,77,42592.0,63.8,92.0,42919.0,64.3,,
2020-10-09,United Kingdom,13864,575679.0,703.0,149376.0,4166.0,440.0,302820.0,27290290.0,87,42679.0,63.9,79.0,42998.0,64.4,,
2020-10-10,United Kingdom,15166,590844.0,719.0,150095.0,4353.0,470.0,281976.0,27572265.0,81,42760.0,64.0,103.0,43101.0,64.5,,
2020-10-11,United Kingdom,12872,603716.0,821.0,150916.0,4665.0,477.0,259478.0,27831743.0,65,42825.0,64.1,122.0,43223.0,64.7,,
2020-10-12,United Kingdom,13972,617688.0,880.0,151796.0,4956.0,507.0,222047.0,28055923.0,50,42875.0,64.2,112.0,43335.0,64.9,,
2020-10-13,United Kingdom,17234,634920.0,1020.0,152816.0,5290.0,516.0,268142.0,28371080.0,143,43018.0,64.4,110.0,43445.0,65.0,,
2020-10-14,United Kingdom,19724,654644.0,981.0,153797.0,5594.0,563.0,300523.0,28677578.0,137,43155.0,64.6,115.0,43560.0,65.2,,
2020-10-15,United Kingdom,18980,673622.0,1042.0,154839.0,5929.0,581.0,308856.0,28986852.0,138,43293.0,64.8,151.0,43711.0,65.4,,
2020-10-16,United Kingdom,15650,689257.0,910.0,155749.0,6292.0,592.0,318256.0,29305105.0,136,43429.0,65.0,147.0,43858.0,65.7,,
2020-10-17,United Kingdom,16171,705428.0,1023.0,156772.0,6542.0,614.0,309642.0,29614747.0,150,43579.0,65.2,176.0,44034.0,65.9,,
2020-10-18,United Kingdom,16982,722409.0,1086.0,157858.0,6826.0,630.0,307388.0,29922135.0,67,43646.0,65.3,159.0,44193.0,66.2,,
2020-10-19,United Kingdom,18804,741212.0,1091.0,158949.0,7329.0,658.0,263530.0,30187915.0,80,43726.0,65.5,191.0,44384.0,66.4,,
2020-10-20,United Kingdom,21331,762542.0,1183.0,160132.0,7848.0,698.0,283882.0,30483177.0,241,43967.0,65.8,194.0,44578.0,66.7,,
2020-10-21,United Kingdom,26688,789229.0,1258.0,161390.0,8128.0,712.0,314861.0,30809177.0,191,44158.0,66.1,222.0,44800.0,67.1,,
2020-10-22,United Kingdom,21242,810467.0,1273.0,162663.0,8306.0,708.0,343912.0,31158002.0,189,44347.0,66.4,234.0,45034.0,67.4,,
2020-10-23,United Kingdom,20530,830998.0,1289.0,163952.0,8882.0,744.0,351736.0,31510174.0,224,44571.0,66.7,222.0,45256.0,67.8,,
2020-10-24,United Kingdom,23012,854010.0,1255.0,165207.0,9255.0,788.0,319359.0,31829533.0,174,44745.0,67.0,213.0,45469.0,68.1,,
2020-10-25,United Kingdom,19790,873800.0,1418.0,166625.0,9780.0,828.0,321736.0,32151269.0,151,44896.0,67.2,247.0,45716.0,68.4,,
2020-10-26,United Kingdom,20890,894690.0,1532.0,168157.0,10102.0,853.0,264350.0,32418116.0,102,44998.0,67.4,277.0,45993.0,68.9,,
2020-10-27,United Kingdom,22885,917575.0,1487.0,169644.0,10930.0,903.0,311135.0,32745958.0,367,45365.0,67.9,266.0,46259.0,69.3,,
2020-10-28,United Kingdom,24701,942275.0,1482.0,171126.0,11427.0,957.0,343822.0,33089920.0,310,45675.0,68.4,283.0,46542.0,69.7,,
2020-10-29,United Kingdom,23065,965340.0,1584.0,172710.0,11575.0,974.0,378085.0,33470305.0,280,45955.0,68.8,310.0,46852.0,70.1,,
2020-10-30,United Kingdom,24405,989745.0,1373.0,174083.0,11780.0,979.0,330237.0,33804186.0,274,46229.0,69.2,338.0,47190.0,70.6,,
2020-10-31,United Kingdom,21915,1011660.0,1459.0,175542.0,12297.0,1003.0,308232.0,34115308.0,326,46555.0,69.7,320.0,47510.0,71.1,,
2020-11-01,United Kingdom,23254,1034914.0,1485.0,177027.0,12211.0,979.0,283009.0,34400232.0,162,46717.0,69.9,357.0,47867.0,71.7,,
2020-11-02,United Kingdom,18950,1053864.0,1567.0,178594.0,13096.0,1075.0,219321.0,34634563.0,136,46853.0,70.1,330.0,48197.0,72.2,,
2020-11-03,United Kingdom,20018,1073882.0,1513.0,180107.0,13740.0,1144.0,275486.0,34921190.0,397,47250.0,70.7,360.0,48557.0,72.7,,
2020-11-04,United Kingdom,25177,1099059.0,1676.0,181783.0,13809.0,1193.0,308672.0,35241972.0,492,47742.0,71.5,329.0,48886.0,73.2,,
2020-11-05,United Kingdom,24141,1123197.0,1584.0,183367.0,13787.0,1183.0,355551.0,35601139.0,378,48120.0,72.0,376.0,49262.0,73.7,,
2020-11-06,United Kingdom,23287,1146484.0,1412.0,184779.0,13948.0,1187.0,362649.0,35963880.0,355,48475.0,72.6,401.0,49663.0,74.3,,
2020-11-07,United Kingdom,24957,1171441.0,1557.0,186336.0,14305.0,1207.0,332529.0,36296688.0,413,48888.0,73.2,389.0,50052.0,74.9,,
2020-11-08,United Kingdom,20572,1192013.0,1685.0,188021.0,14536.0,1232.0,286364.0,36586108.0,156,49044.0,73.4,413.0,50465.0,75.6,,
2020-11-09,United Kingdom,21350,1213363.0,1762.0,189783.0,15129.0,1271.0,250291.0,36837247.0,194,49238.0,73.7,480.0,50945.0,76.3,,
2020-11-10,United Kingdom,20412,1233775.0,1845.0,191628.0,14951.0,1219.0,310141.0,37147111.0,532,49770.0,74.5,387.0,51332.0,76.8,,
2020-11-11,United Kingdom,22950,1256725.0,1969.0,193597.0,15652.0,1268.0,381643.0,37533659.0,595,50365.0,75.4,387.0,51719.0,77.4,,
2020-11-12,United Kingdom,33470,1290195.0,1910.0,195507.0,15863.0,1275.0,383999.0,37918526.0,563,50928.0,76.2,419.0,52138.0,78.1,,
2020-11-13,United Kingdom,27301,1317496.0,1647.0,197154.0,16219.0,1355.0,385916.0,38304556.0,376,51304.0,76.8,434.0,52572.0,78.7,,
2020-11-14,United Kingdom,26860,1344356.0,1611.0,198765.0,16285.0,1365.0,344679.0,38649342.0,462,51766.0,77.5,427.0,52999.0,79.3,,
2020-11-15,United Kingdom,24962,1369318.0,1667.0,200432.0,16849.0,1397.0,284662.0,38932715.0,168,51934.0,77.7,451.0,53450.0,80.0,,
2020-11-16,United Kingdom,21363,1390681.0,1768.0,202200.0,17299.0,1391.0,236629.0,39188326.0,213,52147.0,78.1,424.0,53874.0,80.7,,
2020-11-17,United Kingdom,20051,1410732.0,1712.0,203912.0,17423.0,1420.0,286546.0,39480052.0,598,52745.0,79.0,439.0,54313.0,81.3,,
2020-11-18,United Kingdom,19609,1430341.0,1780.0,205692.0,17472.0,1430.0,367626.0,39858046.0,529,53274.0,79.8,486.0,54799.0,82.0,,
2020-11-19,United Kingdom,22915,1453256.0,1681.0,207373.0,17445.0,1426.0,399929.0,40266183.0,501,53775.0,80.5,461.0,55260.0,82.7,,
2020-11-20,United Kingdom,20252,1473508.0,1542.0,208915.0,17167.0,1421.0,395881.0,40662145.0,511,54286.0,81.3,451.0,55711.0,83.4,,
2020-11-21,United Kingdom,19875,1493383.0,1461.0,210376.0,17046.0,1447.0,369943.0,41032902.0,341,54626.0,81.8,461.0,56172.0,84.1,,
2020-11-22,United Kingdom,18662,1512045.0,1487.0,211863.0,17246.0,1454.0,279458.0,41316814.0,398,55024.0,82.4,476.0,56648.0,84.8,,
2020-11-23,United Kingdom,15450,1527495.0,1585.0,213448.0,17661.0,1487.0,214920.0,41533643.0,206,55230.0,82.7,461.0,57109.0,85.5,,
2020-11-24,United Kingdom,11299,1538794.0,1492.0,214940.0,17405.0,1489.0,314800.0,41858783.0,608,55838.0,83.6,457.0,57566.0,86.2,,
2020-11-25,United Kingdom,18213,1557007.0,1612.0,216552.0,17114.0,1480.0,359597.0,42217206.0,696,56533.0,84.6,479.0,58045.0,86.9,,
2020-11-26,United Kingdom,17555,1574562.0,1419.0,217971.0,16742.0,1456.0,387945.0,42605903.0,498,57031.0,85.4,436.0,58481.0,87.6,,
2020-11-27,United Kingdom,16022,1589301.0,1274.0,219245.0,16549.0,1417.0,337481.0,42943654.0,521,57551.0,86.2,418.0,58899.0,88.2,,
2020-11-28,United Kingdom,15871,1605172.0,1220.0,220465.0,15965.0,1378.0,311855.0,43255698.0,479,58030.0,86.9,461.0,59360.0,88.9,,
2020-11-29,United Kingdom,12155,1617327.0,1380.0,221845.0,16290.0,1388.0,220377.0,43479023.0,215,58245.0,87.2,462.0,59822.0,89.6,,
2020-11-30,United Kingdom,12330,1629657.0,1404.0,223249.0,16541.0,1357.0,216509.0,43729581.0,205,58448.0,87.5,419.0,60241.0,90.2,,
2020-12-01,United Kingdom,13430,1643086.0,1486.0,224735.0,16288.0,1351.0,314921.0,44059851.0,603,59051.0,88.4,404.0,60645.0,90.8,,
2020-12-02,United Kingdom,16170,1659256.0,1482.0,226217.0,15952.0,1315.0,356518.0,44416420.0,648,59699.0,89.4,386.0,61031.0,91.4,,
2020-12-03,United Kingdom,14879,1674134.0,1499.0,227716.0,15634.0,1261.0,393216.0,44812139.0,414,60113.0,90.0,470.0,61501.0,92.1,,
2020-12-04,United Kingdom,16298,1690432.0,1431.0,229147.0,15703.0,1274.0,385114.0,45197328.0,504,60617.0,90.7,471.0,61972.0,92.8,,
2020-12-05,United Kingdom,15539,1705971.0,1375.0,230522.0,15664.0,1247.0,356216.0,45553587.0,397,61014.0,91.3,391.0,62363.0,93.4,,
2020-12-06,United Kingdom,17272,1723242.0,1466.0,231988.0,15936.0,1249.0,273122.0,45826753.0,231,61245.0,91.7,416.0,62779.0,94.0,,
2020-12-07,United Kingdom,14718,1737960.0,1653.0,233641.0,16387.0,1271.0,218055.0,46047237.0,189,61434.0,92.0,421.0,63200.0,94.6,,
2020-12-08,United Kingdom,12282,1750241.0,1773.0,235414.0,16448.0,1272.0,297220.0,46344703.0,616,62033.0,92.9,433.0,63633.0,95.3,,
2020-12-09,United Kingdom,16578,1766819.0,1744.0,237158.0,16301.0,1243.0,372446.0,46730999.0,533,62566.0,93.7,431.0,64064.0,95.9,,
2020-12-10,United Kingdom,20964,1787783.0,1746.0,238904.0,16690.0,1267.0,404236.0,47141344.0,516,63082.0,94.4,443.0,64507.0,96.6,,
2020-12-11,United Kingdom,21672,1809455.0,1680.0,240584.0,16849.0,1275.0,395510.0,47536955.0,424,63506.0,95.1,450.0,64957.0,97.2,,
2020-12-12,United Kingdom,21502,1830956.0,1794.0,242378.0,16871.0,1243.0,359457.0,47896431.0,519,64026.0,95.9,437.0,65394.0,97.9,,
2020-12-13,United Kingdom,18447,1849403.0,1753.0,244131.0,17501.0,1281.0,312638.0,48209087.0,144,64170.0,96.1,414.0,65808.0,98.5,,
2020-12-14,United Kingdom,20263,1869666.0,1952.0,246083.0,18210.0,1288.0,277944.0,48488168.0,232,64402.0,96.4,478.0,66286.0,99.2,,
2020-12-15,United Kingdom,18450,1888116.0,1946.0,248029.0,18176.0,1326.0,307039.0,48810250.0,506,64908.0,97.2,452.0,66738.0,99.9,,
2020-12-16,United Kingdom,25161,1913277.0,2070.0,250099.0,18630.0,1340.0,368542.0,49178863.0,613,65520.0,98.1,436.0,67174.0,100.6,,
2020-12-17,United Kingdom,35383,1948660.0,2136.0,252235.0,18926.0,1366.0,378279.0,49579548.0,532,66052.0,98.9,530.0,67704.0,101.4,,
2020-12-18,United Kingdom,28507,1977167.0,1913.0,254148.0,19072.0,1364.0,394152.0,49974714.0,489,66541.0,99.6,508.0,68212.0,102.1,,
2020-12-19,United Kingdom,27052,2004219.0,2035.0,256183.0,19420.0,1412.0,442246.0,50417102.0,534,67075.0,100.4,483.0,68695.0,102.8,,
2020-12-20,United Kingdom,35928,2040147.0,2162.0,258345.0,19957.0,1442.0,433950.0,50851151.0,326,67401.0,100.9,503.0,69198.0,103.6,,
2020-12-21,United Kingdom,33364,2073511.0,2358.0,260703.0,21084.0,1512.0,426132.0,51287243.0,215,67616.0,101.2,569.0,69767.0,104.4,,
2020-12-22,United Kingdom,36804,2110314.0,2465.0,263168.0,21439.0,1529.0,456252.0,51747003.0,691,68307.0,102.3,562.0,70329.0,105.3,,
2020-12-23,United Kingdom,39237,2149551.0,2265.0,265433.0,21172.0,1554.0,512858.0,52259711.0,744,69051.0,103.4,567.0,70896.0,106.1,,
2020-12-24,United Kingdom,39877,2189428.0,2069.0,267502.0,21527.0,1607.0,466273.0,52726413.0,585,69636.0,104.3,573.0,71469.0,107.0,,
2020-12-25,United Kingdom,32725,2222153.0,2178.0,269680.0,20868.0,1616.0,339612.0,53066240.0,613,70249.0,105.2,602.0,72071.0,107.9,,
2020-12-26,United Kingdom,35691,2257844.0,2514.0,272194.0,21674.0,1682.0,270611.0,53337397.0,230,70479.0,105.5,649.0,72720.0,108.9,,
2020-12-27,United Kingdom,30501,2288345.0,2858.0,275052.0,22705.0,1751.0,353290.0,53759458.0,317,70796.0,106.0,638.0,73358.0,109.8,,
2020-12-28,United Kingdom,41385,2329730.0,3122.0,278174.0,23990.0,1847.0,357880.0,54118134.0,357,71153.0,106.5,670.0,74028.0,110.8,,
2020-12-29,United Kingdom,53135,2382865.0,3238.0,281412.0,25487.0,1939.0,347445.0,54467027.0,414,71567.0,107.1,650.0,74678.0,111.8,,
2020-12-30,United Kingdom,50023,2432888.0,3274.0,284686.0,26485.0,2066.0,423582.0,54892984.0,981,72548.0,108.6,710.0,75388.0,112.9,,
2020-12-31,United Kingdom,55892,2488780.0,2892.0,287578.0,26508.0,2122.0,485537.0,55397890.0,964,73512.0,110.1,734.0,76122.0,114.0,,
2021-01-01,United Kingdom,53285,2542065.0,3358.0,290936.0,26317.0,2162.0,423400.0,55822242.0,656,74168.0,111.0,730.0,76852.0,115.1,,
2021-01-02,United Kingdom,57725,2599789.0,3424.0,294360.0,27487.0,2256.0,412073.0,56235124.0,445,74613.0,111.7,738.0,77590.0,116.2,,
2021-01-03,United Kingdom,54990,2654779.0,3637.0,297997.0,28953.0,2420.0,429488.0,56665511.0,455,75068.0,112.4,722.0,78312.0,117.2,,
2021-01-04,United Kingdom,58784,2713563.0,3917.0,301914.0,30696.0,2560.0,466600.0,57144355.0,407,75475.0,113.0,825.0,79137.0,118.5,,
2021-01-05,United Kingdom,60916,2774479.0,4092.0,306006.0,30599.0,2645.0,501324.0,57652433.0,830,76305.0,114.2,870.0,80007.0,119.8,,
2021-01-06,United Kingdom,62322,2836801.0,4383.0,310389.0,31857.0,2821.0,561217.0,58231730.0,1041,77346.0,115.8,898.0,80905.0,121.1,,
2021-01-07,United Kingdom,52618,2889419.0,4270.0,314659.0,32495.0,2929.0,623787.0,58860706.0,1162,78508.0,117.5,943.0,81848.0,122.5,,
2021-01-08,United Kingdom,68053,2957472.0,3970.0,318629.0,33686.0,3098.0,682793.0,59548847.0,1325,79833.0,119.5,884.0,82732.0,123.9,,
2021-01-09,United Kingdom,59937,3017409.0,4101.0,322730.0,33929.0,3145.0,568248.0,60119060.0,1035,80868.0,121.1,924.0,83656.0,125.2,,
2021-01-10,United Kingdom,54940,3072349.0,3900.0,326630.0,35272.0,3264.0,486449.0,60607893.0,563,81431.0,121.9,955.0,84611.0,126.7,2286572.0,391399.0
2021-01-11,United Kingdom,46169,3118518.0,4279.0,330909.0,36630.0,3363.0,538869.0,61160735.0,529,81960.0,122.7,1041.0,85652.0,128.2,2431648.0,412167.0
2021-01-12,United Kingdom,45533,3164051.0,4538.0,335447.0,36847.0,3496.0,588144.0,61779630.0,1243,83203.0,124.6,1019.0,86671.0,129.8,2639309.0,428232.0
2021-01-13,United Kingdom,47525,3211576.0,4182.0,339629.0,37336.0,3626.0,632467.0,62430572.0,1564,84767.0,126.9,977.0,87648.0,131.2,2918252.0,437977.0
2021-01-14,United Kingdom,48682,3260258.0,3984.0,343613.0,37475.0,3672.0,699379.0,63139169.0,1248,86015.0,128.8,939.0,88587.0,132.6,3234946.0,443234.0
2021-01-15,United Kingdom,55761,3316019.0,,,,3789.0,600853.0,63749114.0,1280,87295.0,130.7,643.0,89230.0,133.6,3559179.0,447261.0
2021-01-16,United Kingdom,41346,3357361.0,,,,,492574.0,64251652.0,1295,88590.0,132.6,460.0,89690.0,134.3,3837094.0,449736.0
2021-01-17,United Kingdom,38598,3395959.0,,,,,417965.0,64676986.0,671,89261.0,133.6,166.0,89856.0,134.5,4062501.0,452301.0
2021-01-18,United Kingdom,37535,3433494.0,,,,,,,599,89860.0,134.5,,,,4062501.0,452301.0
